feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.40275542504573114,0.6341304385105883,0.9640004450662848,0.27504665824962815,0.3054434876188814,0.18518351899409435,0.8883869569812133,0.3419525435831883,0.9701347229089062,0.4285278070550439,0.0
0.49345947353688724,0.24203968742497206,0.059600689093582626,0.8299322103193274,0.43541032816701586,0.04052108937823806,0.39786569709878716,0.49173098777245206,0.8744648214786812,0.10091613345722539,0.0
0.9065254828921583,0.6444310363178201,0.3749450288597177,0.761071954410426,0.2104620851483069,0.4575219948772412,0.027094762594834454,0.5590445796680779,0.643437438095905,0.7929789598596787,1.0
0.17098296649904055,0.28403470239201556,0.09266480939623034,0.45114848706382205,0.17595199470893175,0.5719862567803226,0.8170970260171935,0.3856013746656385,0.5995854708472582,0.18691464637747324,1.0
0.12074378560880872,0.1241411990869048,0.9983361699391454,0.7994969069552906,0.7008645664721586,0.2803313795570366,0.6515904899066073,0.16718115465740047,0.4451441916533624,0.8818595868260184,1.0
0.5099648559001788,0.21167928653578194,0.22367035683990322,0.5196842334539158,0.009205746028361661,0.3357901776385218,0.6820744268554606,0.4496724106632438,0.6439766195795079,0.31467327700605185,1.0
0.3599834196625432,0.21502325359542673,0.8481377180764231,0.6319853477713416,0.9703488299573334,0.9495608562609208,0.2978393772121175,0.5992114627350467,0.44318355600874915,0.8800433316151928,0.0
0.5528542424105805,0.20725553771894456,0.4013226893888945,0.4641747690429383,0.43109950901887595,0.0075934255573553155,0.24342356653589303,0.3920691900789304,0.9259967858194043,0.8447537449520448,1.0
0.17702203485604118,0.3420771207377601,0.784677178622813,0.7117037312727119,0.19956920832093072,0.27586422812860345,0.8816202064408476,0.5110595137837788,0.14014723613533653,0.9378785809817692,1.0
0.4548131833142136,0.8115410534675742,0.6014782699125423,0.8857172746976698,0.7319762551102933,0.058364795482534815,0.8694990677146294,0.7754673014929302,0.992570756856189,0.721858272128414,0.0
0.9115227750699221,0.6810909320120649,0.4893901592098041,0.9661569222648578,0.7592921460332946,0.7572161814403551,0.4033221411903103,0.1645703743899044,0.6566319887161349,0.23516751543363035,0.0
0.7108321031681297,0.9526457332965595,0.2274786622820132,0.4286212265502579,0.7525162598754339,0.06731527248775349,0.26738344928232216,0.6365501943675065,0.46237290642909956,0.3593492378691837,0.0
0.5613257035450142,0.09554111017231948,0.6798886801359627,0.23513521856017483,0.7536851522909178,0.25593805732961583,0.5207795080508215,0.9588206416764086,0.11887650560451457,0.8611188302376265,1.0
0.9670352512616961,0.12037852053949571,0.5212028042402806,0.45302405167330206,0.7649297110152601,0.07398707245187974,0.9968402394545243,0.7291872522019498,0.7767364481684422,0.6550472318114047,1.0
0.369133799122615,0.14849456937127659,0.17704530107593675,0.6225862875632463,0.25753424926845925,0.7400303889653284,0.1553471849456085,0.6262485027936037,0.9387642722631192,0.4536752889030815,0.0
0.8422128212287756,0.6090457173167864,0.9386241019905944,0.6685974786139267,0.366061418013532,0.8546755905089477,0.09531814491077029,0.1551535735667393,0.6145792245863662,0.4398907709980917,0.0
0.15534123596384852,0.756739380367545,0.2195499897359271,0.2888119816938073,0.9950582949915853,0.6213794870179383,0.23396073933986827,0.09761699474850827,0.6983532257710152,0.6882182719968819,1.0
0.8118847927756045,0.054358589463497586,0.7866622227456156,0.08407269600368439,0.30981483420387623,0.35071432058177143,0.5240727542491408,0.13766961659240096,0.1514062914363199,0.6582311009651732,0.0
0.2683813570248058,0.3211173816897793,0.8025982662758444,0.8808965963557067,0.28187905596812624,0.394862116050122,0.36324439100323014,0.665261194357552,0.9212493320164543,0.003343249265906789,1.0
0.1687023481993951,0.9241402055398059,0.6213271964130666,0.6664470358398438,0.1885014066535491,0.6065359765155628,0.02199749117544303,0.15946163898425414,0.9435106292697367,0.7841186835019016,1.0
0.08698401982957149,0.8645361972307477,0.405948288662871,0.5559288560290819,0.21080689757945326,0.7431970449303479,0.6808823410944972,0.662731741133349,0.7291303360273292,0.012456194412316268,1.0
0.08792469206540654,0.7318685670671595,0.11664534209462518,0.4502361958885982,0.5136160001169316,0.153726382046959,0.26532099961552147,0.2665001432786134,0.5339974210588028,0.18356210512120508,0.0
0.1035949284108264,0.16040560533508208,0.4470177198812968,0.49021657673601693,0.470349683083911,0.37575669805115,0.04779818456953733,0.12843629241689392,0.39674721420167847,0.21456141319932442,0.0
0.01003169399444015,0.45501714691950557,0.21583291982665898,0.9431793367459945,0.6294196275316797,0.6980171531935307,0.18385820572801193,0.4180790599270554,0.199843095961724,0.0793388079843741,1.0
0.1293030435660113,0.4343882485457051,0.37948038210998414,0.034502098531063896,0.5431796679220604,0.022847093520053985,0.8007746858044006,0.937630497306531,0.7224803267137498,0.7498054757729542,1.0
0.5478977675133473,0.9160482396780744,0.9278421850609373,0.2103175627152225,0.8577650003372098,0.1886975349320439,0.00630827158454117,0.21401812927427688,0.9243333618684636,0.45550801154937137,1.0
0.711594565231627,0.9101807752664263,0.5795423661653472,0.5147480397731011,0.5754995586367049,0.05639049037506827,0.7823484715386937,0.6367332229014552,0.276556836594423,0.8685508131431087,0.0
0.2027079214712465,0.5120419375947558,0.9591808861070956,0.6451223784540361,0.5771931042269456,0.8053255051691065,0.9690513444609804,0.29671128954561776,0.7246850923074977,0.5518322203359459,1.0
0.4629798473213772,0.5633857689022362,0.2404154308784353,0.07688804099607505,0.17837502195766253,0.7905096230931627,0.15415480075620025,0.6297702236796112,0.16671464573304773,0.35952556363753285,1.0
0.07062430857329227,0.7558092247987033,0.4582217928533602,0.7439347078091754,0.27212100715163445,0.46303424561983764,0.5005511292388842,0.35057357806903955,0.5988253958193224,0.20439277895900798,0.0
0.19304835075533322,0.5128843102976164,0.02956827361506542,0.7560179118579412,0.7610568960846058,0.8903372096730925,0.26457284399588965,0.5442112227755049,0.45543653108523163,0.6788400284143259,0.0
0.76277785644985,0.4878125562596387,0.17259706132510766,0.9872177744143578,0.5959882334141493,0.4338548081404968,0.2343450041367151,0.4510677145332561,0.004296672218759401,0.4674881417660923,1.0
0.5782609629800181,0.414953649390823,0.536877446126234,0.8586052047423809,0.6901195071571588,0.018033352822377058,0.8449847741786956,0.7709504447796496,0.8104601295209334,0.27786752627793376,1.0
0.8724622492524301,0.30885376819974,0.11005332834338233,0.6710266987860227,0.578086433250901,0.7909206001641576,0.927754161425133,0.7477945142963456,0.589546893913995,0.9371101446243771,0.0
0.7028910140651516,0.8531319593858132,0.07396782767544996,0.3603546552905106,0.6763600508520082,0.39529686173613365,0.9658071259028753,0.33504563603133986,0.17212664860713411,0.6817763804459341,1.0
0.0513725470340376,0.5746020305741707,0.4392776132611511,0.15004790031449267,0.7835168185876776,0.9426759039232061,0.8331525953078079,0.7149653356656074,0.3052346259515145,0.7920517997898782,0.0
0.22457958046973892,0.3999241735037722,0.8213156166072868,0.10916076477810577,0.2553768727636391,0.279518852795545,0.1438847927996707,0.6026802280115021,0.882812522338756,0.11735795991851938,0.0
0.8724101618830079,0.9960157629741186,0.8933939930202394,0.42661123671811374,0.4099789051652385,0.3970000270269619,0.004101743756340315,0.9889682648103625,0.06375581742403014,0.037622974748250826,1.0
0.5484637364717203,0.7969537347054937,0.9436554816655411,0.40337283058137874,0.36349896631151124,0.060762844465159005,0.2226492681019494,0.4387098053599984,0.9187522674806707,0.20682578626429438,0.0
0.5470976630499873,0.6037034308271859,0.8623718285103938,0.17748294855114388,0.7556213280504103,0.9363298720239552,0.8838712048671481,0.021728538773924,0.5949078506892216,0.8998607134205914,0.0
0.6736642659276992,0.24601985290056083,0.4653076801833236,0.9281236078773549,0.12980910393813505,0.0008060500796220893,0.7706278367463004,0.1264214032539699,0.31274294212695575,0.06530597825284035,1.0
0.6867814728959872,0.09843763922511661,0.7246765652107758,0.0011169721182955339,0.4310799150500474,0.598448976807905,0.5340266320951552,0.2698821310672469,0.14864934340332003,0.004933869868489871,1.0
0.3946286751506518,0.992795189239675,0.1717880700660157,0.5008370009407203,0.5538223908027793,0.45181444017103745,0.006035019444133871,0.9987763928948011,0.26445576972659157,0.2318541435507374,1.0
0.09001329930737467,0.635752967743346,0.5377731476899691,0.20449185697062522,0.5371684808130678,0.2675150773170728,0.9484957976707309,0.5900599465235098,0.18507173655146514,0.6041684869741005,0.0
0.8887971931058616,0.8179092493433805,0.43840309857357407,0.6098107280123491,0.05854909996920066,0.9947076665372009,0.46481973812430033,0.9968752189591539,0.4732564410971758,0.42136610883839987,0.0
0.3567826621209106,0.38779094964689464,0.6982190689574848,0.5427511493511339,0.6179534397954599,0.07689707885901165,0.36149446143774744,0.155720543621493,0.9881399679621587,0.48966869413907776,1.0
0.4641025719686078,0.692025949629355,0.7601036519669495,0.2630545083290562,0.9459118745132067,0.22716760381088996,0.48346424007099964,0.7386138394435449,0.8260666742198942,0.660932460006701,1.0
0.6782357838205114,0.9210160598366818,0.3206763893296275,0.14857277859360352,0.048798061890004796,0.7772726853949569,0.4771629391633201,0.7834431621225219,0.906973603585628,0.6203133257622558,0.0
0.4780607046174048,0.13314861637063757,0.6433892584347907,0.7059538464993554,0.15516155915965668,0.5120824193190765,0.4948715455212912,0.6212601579841919,0.059759329152803575,0.5107339673462422,0.0
0.8904240327397478,0.2931813476469517,0.9105322793336228,0.47615874993197016,0.9715284636332554,0.8947152710154012,0.005448951710083305,0.675225047021012,0.8515686743653086,0.46113212064282116,1.0
0.3456755957494375,0.0537905531227959,0.9064433558619003,0.1203670443008461,0.7619820088157008,0.46661575489048046,0.6732646309757327,0.13970535470971168,0.09725054898754804,0.7723263499170624,1.0
0.5608518049092689,0.9906661304006946,0.4761727478140536,0.6645513011381755,0.14020825223051026,0.076721053093182,0.9737969915806435,0.8982059505504747,0.7418164856856149,0.014632666771430047,1.0
0.3516390387156614,0.09465745030570483,0.22246187448044374,0.2503042910880947,0.5209776658709724,0.6109847669133204,0.42727915266322514,0.8640247170024168,0.18198607846531734,0.29565913611313277,0.0
0.21852958607372464,0.10240748330924265,0.6026749918392047,0.2489993081622307,0.6747860611770308,0.1265923877426688,0.4663248613249653,0.3564118101476689,0.6002636819500738,0.24612305596191597,0.0
0.00010784510871797437,0.30078678433918515,0.296985484050158,0.745639609276789,0.7562880343023124,0.6448793538220593,0.06683311937548775,0.349846650403822,0.23318297273312072,0.9009075327919459,1.0
0.07077103757187175,0.7370161046336138,0.2392007543168131,0.5946332912464979,0.676094671160221,0.5169353496026843,0.7442153458329791,0.07335234742912489,0.09754142628114226,0.23623425417493493,1.0
0.7901109184950778,0.15172594858677602,0.5181799052199954,0.47081671043725404,0.7320360320702773,0.18353304616729027,0.6483645945504678,0.41232153897679735,0.6482302361791826,0.7609135168929536,0.0
0.32952720683874104,0.5259183228606636,0.5222904264799658,0.062143341056395074,0.7538412320383758,0.8754261647621779,0.9514373742033032,0.848476104263109,0.7927785272929434,0.013871910951863242,0.0
0.5907660236814571,0.1033497835583973,0.042939600047315785,0.6897007995264747,0.8739097750792355,0.8910371803615177,0.8131778730443328,0.42464808386268416,0.9749424041563383,0.03858977884409642,1.0
0.6046079632724886,0.7512459743264946,0.9286567024792148,0.31434069445060897,0.8237282111591462,0.9978478983203446,0.38566061024106035,0.07408646767017057,0.12309041101629137,0.7273624194876617,1.0
0.04549712675799822,0.2991142634690378,0.7690714834713125,0.7959719811041022,0.23372676174590834,0.02028276615157254,0.33586404358175825,0.8940313215642995,0.05911522844615136,0.6381816249976086,1.0
0.472676499015506,0.8177971625312931,0.31727821528054745,0.9404404751978911,0.6842316161558529,0.29287195399268173,0.6521768731076325,0.8614615628207837,0.4678768462875762,0.1975366562263019,0.0
0.25601773058049226,0.7532521859059457,0.9486879969748508,0.8904618614850681,0.4822961238963449,0.1959341735366087,0.41332547444888235,0.017293221566396566,0.15606987590971022,0.7831705209081375,0.0
0.6619506253834492,0.14035076910740185,0.6703727367720892,0.04847573124826421,0.005518042030000392,0.08254721112638785,0.49172955821724096,0.42342424891156416,0.2594462319570494,0.6962930846453602,0.0
0.8555912756994855,0.37038622311517766,0.7987492242031785,0.21720960020182822,0.6702202769814446,0.5837292087139329,0.7275166229718474,0.07693666100503804,0.7784658577694019,0.034048206025837136,1.0
0.561651648793142,0.8292475156060003,0.5482029882894085,0.18608770854828194,0.38316211178921233,0.75526834440832,0.6105863336877425,0.6217994680583835,0.5002072348395398,0.17395678708646756,1.0
0.12235895644371075,0.6567401311144597,0.9105496205040186,0.8609706513143024,0.13936458499009774,0.4483524389478357,0.36624533804126524,0.39096666359989884,0.31506054520106863,0.5777454985892377,0.0
0.15210693590668345,0.5243762405547607,0.028968404611202647,0.15215227261956976,0.8264402396164406,0.5309321990996946,0.7140198637812969,0.6933886507812418,0.013822116378660154,0.9596968273184396,0.0
0.2635603332853024,0.25432433904229135,0.18297267502262737,0.21769418510386307,0.8592797862690095,0.5065125259204515,0.167081319844822,0.34127555318234826,0.01742809079167984,0.4943749877750071,1.0
0.25918525663182457,0.8569451801644263,0.5689037304322346,0.61437293370176,0.900829219963106,0.1668921712489917,0.4505080929582338,0.33903186360347226,0.17891203066336747,0.2830168754749922,1.0
0.14775773440015727,0.013467519452259546,0.21371613003871925,0.8495590642394292,0.5607204451202596,0.8692213725955109,0.8853844157325341,0.8312222358875352,0.867247189496698,0.41095672249026716,1.0
0.06870610520912368,0.582118756888922,0.5836703830062121,0.2677502819355436,0.3305406578993466,0.36927000064314397,0.22833324554628442,0.6200140103143599,0.40783058230051306,0.5339464947960925,1.0
0.8682934221531137,0.25467549284206414,0.281018835541306,0.852108855310249,0.8596114627733852,0.7869577225801471,0.9087134576202398,0.24214334995017583,0.9894929006185752,0.15669636722979063,0.0
0.6850999146871792,0.5249573652510361,0.7322912051754709,0.07566758430699894,0.6662283779449691,0.045860047737466214,0.2072569332975357,0.6096705043012419,0.9044295231761462,0.45641571886866394,0.0
0.6229474814466089,0.5483819154509282,0.29421830717881226,0.7802287310996372,0.8172001183668831,0.002465113563277277,0.19490974241199066,0.4651177929623417,0.1518695763319332,0.5531746141093863,1.0
0.9228145129377016,0.3142704507513512,0.014420257468254483,0.8601445779952376,0.8495356704641215,0.39947282361707104,0.023229368552802554,0.5282626259376365,0.3389441746809917,0.8312797776458792,0.0
0.546936958121865,0.06951505983739414,0.6867214071109697,0.713978174429998,0.5818423348889861,0.6600586323451435,0.796100447749535,0.37051001670032235,0.03939025802869356,0.00313201476605085,1.0
0.8041551417161054,0.6924614601237066,0.5747380604253831,0.9205527756631275,0.4106539620640668,0.9545398698036125,0.9936893200224182,0.07161129444445702,0.947590368591845,0.3233439171116689,0.0
0.8047370075529268,0.9425594026848944,0.6437230242745156,0.11014970450128214,0.7326757332499314,0.17207225575607765,0.7110077425680709,0.5108487223073435,0.8235375117910276,0.8397073908066062,1.0
0.0808325049322347,0.05755634777350882,0.8067122785970563,0.5514115329790891,0.39794109697692803,0.1651260634005598,0.31557438432852136,0.8344665734116837,0.932583144963389,0.3186267186393029,1.0
0.27102880683932185,0.5270250854550251,0.6185658201620319,0.07664092579349091,0.2894434909084278,0.3902003298007377,0.3146985462954667,0.721259303526938,0.29543428714963604,0.2721739890477105,0.0
0.5954755464485577,0.67580684003562,0.3972765975022846,0.9240363550740511,0.3255112246553892,0.9212120878989088,0.494568686311313,0.48567630423103736,0.1371713758016354,0.06888953384026963,1.0
0.9954683438307358,0.21643574199427174,0.6604571895529342,0.9982755738438102,0.8436087596957723,0.38346983099722065,0.8064410798386918,0.7545473657455383,0.11524964612944344,0.004836792526021094,0.0
0.13737676336914162,0.9694437166631376,0.19183473525140626,0.3542089115879783,0.07373294153661036,0.261617742384462,0.9243039462530267,0.912756426552631,0.5531288616214917,0.5318231921286188,1.0
0.2889255159119002,0.6222998335923491,0.6159621002951537,0.3619329192146141,0.6432108757740661,0.9072624175649946,0.20119011399260245,0.11689807949633635,0.3534163939114121,0.07497685373302543,1.0
0.5236450614284509,0.5983534272316394,0.9433367734160281,0.5842568121966926,0.6689982756298917,0.7996317158458945,0.2922133534616752,0.5212431510807032,0.5952673553243057,0.83769020211102,1.0
0.9615255340329075,0.4742131187374249,0.3617968917627461,0.7793360921875965,0.6552995299447614,0.31377312744302543,0.7458539979910662,0.4520763051726201,0.9720764299277808,0.7595124956418418,1.0
0.7913096333775436,0.6428274903613739,0.7747972813489294,0.06984308755000534,0.4944580419584833,0.05883018426785325,0.7452126142083386,0.5647276032675121,0.47679014682867527,0.44501049539638493,0.0
0.2858980797267444,0.7357833391019274,0.14616387387206986,0.4177819290628473,0.2671873242839029,0.2730040921436938,0.9714190162411832,0.4246941463222731,0.23306680610751507,0.8389659280423238,1.0
0.3698893112066789,0.6801658761598426,0.8696257129459292,0.7377096445164681,0.9545869285580181,0.958290578034364,0.6666609206989188,0.5769371383110348,0.35271990560631683,0.46858622846469666,0.0
0.9686856808009657,0.6342837446256343,0.9291460728273202,0.0071535994184281915,0.6082908098282894,0.12773497040992499,0.8000773547074481,0.9720975524788221,0.03181981966770919,0.5232969242660398,1.0
0.778886033338113,0.5195311764511547,0.04715082102594659,0.45649354893002514,0.30484605057076963,0.22542397505316758,0.9705523429020932,0.45358464018518585,0.03213112841162513,0.9586522188644411,0.0
0.07015186819415087,0.4121422850892432,0.37768920508666715,0.12106098655679343,0.7569680761201618,0.8894228125026413,0.1674582736158421,0.9146376001959088,0.3219158132280183,0.8915702224552351,0.0
0.6726187727423674,0.9978815741454016,0.7525763924772663,0.6063898883027259,0.9303151774611461,0.0039334767050662744,0.4068937675614004,0.10261243522318442,0.4528973064100428,0.5169932207175542,1.0
0.5204030496247343,0.5262528121869379,0.6998222021622464,0.43853199739341975,0.14820884408526525,0.2251582857444996,0.9086273730148419,0.5481964698467214,0.48979220366879006,0.8202113497773291,1.0
0.8319054914526269,0.9190811253169295,0.7346703206638564,0.6468165910675936,0.688976187604595,0.4589348150221556,0.08102519747251091,0.41709307817035113,0.2730903841731407,0.8874809701751535,0.0
0.05299190241617091,0.38601983713264454,0.875302494249816,0.1212345177371148,0.6945401475016098,0.8649988657139853,0.6531379262736055,0.09931842699059579,0.45528256718506954,0.4942547577746246,0.0
0.8787180483065339,0.039350520535251676,0.4598302704451652,0.3379013398206049,0.3998938651204592,0.10415594815450058,0.8962474392098262,0.057556718533565365,0.8234365648333885,0.3969472653813789,1.0
0.12724142833750407,0.7164511703197596,0.05566369307763197,0.3533074956450556,0.6881712248632732,0.4387009159720422,0.09144366703411577,0.6093878326232938,0.38829859654502097,0.11012639591736029,1.0
0.9212154420048212,0.8770306971794918,0.16787596634738167,0.5722149735287799,0.06022440822092545,0.42192762566152786,0.36837796485003327,0.8736163886384287,0.30279826083773376,0.7711012056588925,0.0
0.755433978123684,0.4656001451021371,0.7688681044380596,0.04841639476794546,0.4860129675322806,0.6430785166191983,0.21088768084566267,0.7495710483480338,0.45363138588535634,0.9627333411328834,1.0
0.7795472397628284,0.3565485404816904,0.05450111194712848,0.9139170808890572,0.6819710084237769,0.21768534737607292,0.570997978265507,0.4597957040907791,0.19703753323244144,0.6777139963112382,1.0
0.9357726728669493,0.028566354022183438,0.6106965512013302,0.21139807331930205,0.10001717612510286,0.48943563229208376,0.2789493698173462,0.2461268460044007,0.9945432663880294,0.1294339252354273,1.0
0.7299582101338613,0.03303271819199283,0.9261269737580442,0.0984301400887716,0.891959192161155,0.01814790922643783,0.8355689748257704,0.9899498998767791,0.7509017295339333,0.2451403533986819,0.0
0.5499426092005479,0.5719894357628628,0.45665989493190395,0.12529435112909437,0.11986791013977471,0.7745744285900048,0.6926253205644571,0.410499336156791,0.8240465839825547,0.9809241700626962,0.0
0.4664524363719451,0.12267411713344123,0.5808576015881427,0.14704924798047125,0.8818275244827825,0.8687440456579576,0.23666562494451737,0.13933446992039522,0.23881342583795617,0.470573037317668,1.0
0.03243970868972723,0.8845853314646385,0.6110599678016976,0.5886749399128517,0.4777775396827332,0.4875448169296559,0.05241408491881594,0.6315594583370273,0.22592381164923203,0.17476354859155674,1.0
0.06246001347647945,0.7581274678796528,0.08552241221917245,0.7657623809555375,0.1722569988651027,0.03685601032790453,0.15164604718325292,0.36805594530771546,0.3594586684847666,0.1022035103071135,1.0
0.05644158891746942,0.5875601399900752,0.3206176528952238,0.5940132313465158,0.6890079799580306,0.22039082483514894,0.08336306481803524,0.48149770009340775,0.699364172845023,0.5647360507796572,1.0
0.45158947643216196,0.13040199267033648,0.37188141138148156,0.8731785804157989,0.11648920807144914,0.7770903171374363,0.8915140006805569,0.5409478775814952,0.41714468945263594,0.28252304016697627,1.0
0.927077568580538,0.3950007494900677,0.8101539313654404,0.5080002659843965,0.4740835994919995,0.6142207871281902,0.8792469633835784,0.8250284538726204,0.909929870644798,0.6898032266316992,0.0
0.11064480868729021,0.9895645138895419,0.6234342671257878,0.8503546396279092,0.7081355096504776,0.8941918643080821,0.9992219053135218,0.7325345056212751,0.3266588594196258,0.2874702655767247,0.0
0.30233565716794397,0.342639071135865,0.1703585842355707,0.5745291566840212,0.6020887456283134,0.7145853182671116,0.03916247087910363,0.8981938777613601,0.3472991501642094,0.7802705193181213,1.0
0.7545597652853874,0.44482867835730244,0.040744048833587065,0.8272701626849649,0.9017672312003202,0.2318283443429896,0.5659381772839647,0.07907911723969607,0.8192681791507996,0.17057798503483113,1.0
0.2789376763781537,0.7889135533846815,0.49058550336687856,0.023451108199376347,0.5673138797284428,0.2078648004978466,0.1329754017391912,0.5381386032878162,0.7778024236428056,0.45806318581236405,0.0
0.8695498809245972,0.8207785932456795,0.8910088556126246,0.8122486636044695,0.4855629089649569,0.2148928338307443,0.4202363820103354,0.15844580470643865,0.4748274479130271,0.007731121812742603,1.0
0.3321699959617046,0.15368167949508527,0.8753779580804489,0.02822836664789019,0.18711120966782058,0.6758220751745818,0.6529578015341705,0.2522442623457283,0.9512781185454265,0.1344033039505862,1.0
0.07928144827897388,0.8064926486717319,0.10055337004097031,0.43868624530593925,0.3899493072840704,0.9295144089812263,0.8188127560758335,0.2624093989135533,0.39331327895585044,0.09371584399346,0.0
0.308269435078403,0.06752884750409105,0.24977738196633248,0.6837976121954481,0.2289122022426452,0.8749235318228356,0.41493259410504135,0.6450000361418853,0.718311665314832,0.9193961881541888,1.0
0.1343326482094127,0.12743395541582547,0.986157959867292,0.4480825580252308,0.29402544362993377,0.9616085771383439,0.5706672283749631,0.6922275922305843,0.27423548559737765,0.7991195695404201,1.0
0.47792834274082285,0.49478916603736134,0.2621038159354434,0.7035058233700257,0.4499071815872566,0.30907085603344353,0.04291652753699371,0.6399864029363986,0.16377900587296368,0.4631143223468136,1.0
0.016405936132474874,0.26005076232393054,0.6412098808880541,0.6853035252594094,0.6931261103126242,0.7733558414448255,0.4565471149563427,0.6171565491429103,0.6216500720881818,0.1980261781631354,0.0
0.5542869566074287,0.9342692945938028,0.15962143774114557,0.6231054722736707,0.9617374799308953,0.6428446476966483,0.20755689403628574,0.41186276717580483,0.5052435496808086,0.11088159355222738,0.0
0.19983787514210005,0.45678894775474144,0.053326744494785916,0.7144325680911283,0.8486351305864014,0.9664498098119363,0.06469344105641073,0.6111797725812261,0.45440971648395456,0.8624329344323078,0.0
0.3440892016743078,0.3063042042289771,0.5065076760255219,0.870105478278409,0.551900729699315,0.09349879513057291,0.16804212209686376,0.9871812329506371,0.9217229205610674,0.133096601045548,0.0
0.5426149180962075,0.5499424409698894,0.27622255268848783,0.5072203617449481,0.46693389052165113,0.9781657675703945,0.2855258186000805,0.8389621958971047,0.5859990317641657,0.9765675780751161,1.0
0.7089489735821178,0.8778062203065855,0.5282385270509233,0.2978132130717589,0.7522564102435367,0.9738454307985638,0.2397326086147078,0.55445447530928,0.24401940161152702,0.5150171101609367,0.0
0.07106788759762117,0.9107165139028461,0.9227274322100145,0.88443186410399,0.13981727073463823,0.17794163114380734,0.9824609998138604,0.45246532027122943,0.8768221758765609,0.2653952733677142,0.0
0.1161248445351778,0.36194487391923436,0.6392985575648761,0.9324993390223784,0.14881462131163992,0.19842639510912585,0.834628580826065,0.4999336739638386,0.1625520553015397,0.17936851743414328,0.0
0.4892327640886883,0.5276057183133058,0.3871491977815973,0.8296316630022234,0.6304440417015392,0.3869282258189951,0.8948772377998443,0.18438087933283343,0.1502168776582532,0.5936612449325623,1.0
0.7233874999977438,0.7972645636566548,0.03898271751752003,0.29697352092103324,0.7141013679773531,0.08355671376891605,0.9483417950634322,0.445825072499035,0.7866123515096982,0.9232825960254786,1.0
0.2825552759427714,0.6500935058226148,0.5500523954212482,0.027781744927405483,0.2812052609524006,0.6079014989519362,0.6927970218013854,0.9585345713823876,0.820089608255159,0.8668021721105169,1.0
0.3265489608132708,0.26498226204582276,0.7539842799390345,0.9119231342662604,0.40806638845644927,0.4168041206753268,0.7229638657740401,0.11271415430086529,0.33681621327573885,0.9700556658754671,0.0
0.6343067981711137,0.9679339604767137,0.8649826618810657,0.3027804622695405,0.8392057003368891,0.31743699414814885,0.3763166145671296,0.43103742745099904,0.42040856271282023,0.28434761960109145,0.0
0.7249571415423711,0.5819355995487262,0.11168292893768861,0.35079012162334555,0.8047092105666489,0.327626627763844,0.4014745703869599,0.1463218464495174,0.9675874260820077,0.5286700476767842,1.0
0.6520733401476859,0.594203132702513,0.048440977682423725,0.3185041123782879,0.6884752848700907,0.42217805008936204,0.6263261482311061,0.16309813638470105,0.20629542483818952,0.8872281242949052,1.0
